"Year","Series","Cause of death","Country","Sex","Observation status","Unit multiplier","Units","GeoCode","Value"
2009,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2009,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","3"
2010,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","61"
2010,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2010,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","1"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","39"
2011,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","3"
2012,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","36"
2012,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","1"
2012,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2012,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","2"
2001,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Female","Normal value","","Number","E92000001","61"
2001,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Victim of flood","England","Female","Normal value","","Number","E92000001","0"
2001,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Female","Normal value","","Number","E92000001","0"
2002,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Female","Normal value","","Number","E92000001","0"
2002,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Female","Normal value","","Number","E92000001","37"
