"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2012/13","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",33
"2013/14","People in treatment","Opiate","","","","Black","Number","Normal value",2463
"2013/14","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",199
"2013/14","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1780
"2013/14","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",484
"2013/14","People in treatment","Opiate","","Male","","Black","Number","Normal value",2031
"2013/14","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",133
"2013/14","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1454
"2013/14","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",444
"2013/14","People in treatment","Opiate","","Female","","Black","Number","Normal value",432
"2013/14","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",66
"2013/14","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",326
"2013/14","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",40
"2014/15","People in treatment","Opiate","","","","Black","Number","Normal value",2466
"2014/15","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",157
"2014/15","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1729
"2014/15","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",580
"2014/15","People in treatment","Opiate","","Male","","Black","Number","Normal value",2051
"2014/15","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",106
"2014/15","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1418
"2014/15","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",527
"2014/15","People in treatment","Opiate","","Female","","Black","Number","Normal value",415
"2014/15","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",51
"2014/15","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",311
"2014/15","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",53
"2015/16","People in treatment","Opiate","","","","Black","Number","Normal value",2461
"2015/16","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",151
"2015/16","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1612
"2015/16","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",698
"2015/16","People in treatment","Opiate","","Male","","Black","Number","Normal value",2041
"2015/16","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",100
"2015/16","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1309
"2015/16","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",632
"2015/16","People in treatment","Opiate","","Female","","Black","Number","Normal value",420
"2015/16","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",51
"2015/16","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",303
"2015/16","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",66
"2016/17","People in treatment","Opiate","","","","Black","Number","Normal value",2442
"2016/17","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",155
"2016/17","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1522
"2016/17","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",765
"2016/17","People in treatment","Opiate","","Male","","Black","Number","Normal value",2041
"2016/17","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",111
"2016/17","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1239
"2016/17","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",691
"2016/17","People in treatment","Opiate","","Female","","Black","Number","Normal value",401
"2016/17","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",44
"2016/17","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",283
"2016/17","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",74
"2017/18","People in treatment","Opiate","","","","Black","Number","Normal value",2365
"2017/18","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",123
"2017/18","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1424
"2017/18","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",818
"2017/18","People in treatment","Opiate","","Male","","Black","Number","Normal value",1956
"2017/18","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",87
"2017/18","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1132
"2017/18","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",737
"2017/18","People in treatment","Opiate","","Female","","Black","Number","Normal value",409
"2017/18","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",36
"2017/18","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",292
"2017/18","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",81
"2018/19","People in treatment","Opiate","","","","Black","Number","Normal value",2509
"2018/19","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",117
"2018/19","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1430
"2018/19","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",962
"2018/19","People in treatment","Opiate","","Male","","Black","Number","Normal value",2062
"2018/19","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",82
"2018/19","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1117
"2018/19","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",863
"2018/19","People in treatment","Opiate","","Female","","Black","Number","Normal value",447
"2018/19","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",35
"2018/19","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",313
"2018/19","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",99
"2019/20","People in treatment","Opiate","","","","Black","Number","Normal value",2595
"2019/20","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",128
"2019/20","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1424
"2019/20","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",1043
"2019/20","People in treatment","Opiate","","Male","","Black","Number","Normal value",2130
"2019/20","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",96
"2019/20","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1104
"2019/20","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",930
"2019/20","People in treatment","Opiate","","Female","","Black","Number","Normal value",465
"2019/20","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",32
"2019/20","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",320
"2019/20","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",113
"2020/21","People in treatment","Opiate","","","","Black","Number","Normal value",2763
"2020/21","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",130
"2020/21","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1464
"2020/21","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",1169
"2020/21","People in treatment","Opiate","","Male","","Black","Number","Normal value",2242
"2020/21","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",93
"2020/21","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1114
"2020/21","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",1035
"2020/21","People in treatment","Opiate","","Female","","Black","Number","Normal value",521
"2020/21","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",37
"2020/21","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",350
"2020/21","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",134
"2021/22","People in treatment","Opiate","","","","Black","Number","Normal value",2862
"2021/22","People in treatment","Opiate","","","18 to 29","Black","Number","Normal value",120
"2021/22","People in treatment","Opiate","","","30 to 49","Black","Number","Normal value",1444
"2021/22","People in treatment","Opiate","","","50 and over","Black","Number","Normal value",1298
"2021/22","People in treatment","Opiate","","Male","","Black","Number","Normal value",2331
"2021/22","People in treatment","Opiate","","Male","18 to 29","Black","Number","Normal value",87
"2021/22","People in treatment","Opiate","","Male","30 to 49","Black","Number","Normal value",1096
"2021/22","People in treatment","Opiate","","Male","50 and over","Black","Number","Normal value",1148
"2021/22","People in treatment","Opiate","","Female","","Black","Number","Normal value",531
"2021/22","People in treatment","Opiate","","Female","18 to 29","Black","Number","Normal value",33
"2021/22","People in treatment","Opiate","","Female","30 to 49","Black","Number","Normal value",348
"2021/22","People in treatment","Opiate","","Female","50 and over","Black","Number","Normal value",150
"2009/10","People in treatment","Opiate","Barnet","Female","18 to 29","Black","Number","Normal value",0
"2009/10","People in treatment","Opiate","Barnet","Female","30 to 49","Black","Number","Normal value",0
"2009/10","People in treatment","Opiate","Barnet","Female","50 and over","Black","Number","Normal value",0
"2009/10","People in treatment","Opiate","Barnet","Female","","Black","Number","Normal value",5
"2009/10","People in treatment","Opiate","Barnet","Male","18 to 29","Black","Number","Normal value",0
"2009/10","People in treatment","Opiate","Barnet","Male","30 to 49","Black","Number","Normal value",10
"2009/10","People in treatment","Opiate","Barnet","Male","50 and over","Black","Number","Normal value",0
"2009/10","People in treatment","Opiate","Barnet","Male","","Black","Number","Normal value",15
"2009/10","People in treatment","Opiate","Barnet","","18 to 29","Black","Number","Normal value",5
