Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),BroadSectorCode(DAC5code),SIDsector,AmountsExtended(£thousands),NetODA(£thousands)
2016,LDCs,C01,Project-type interventions,41010,410,Multisector,1302.8089,1302.8089
2016,LDCs,C01,Project-type interventions,15150,151,Government and Civil Society,1302.654,1302.654
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12240,122,Health,1300.859,1300.859
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15220,152,Government and Civil Society,1300,1300
2016,Other LICs,B04,Basket funds/pooled funding,25010,250,Economic Infrastructure & Services,1300,1300
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12240,122,Health,1300,1300
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",23110,231,Economic Infrastructure & Services,1300,1300
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12250,122,Health,1300,1300
2016,0,C01,Project-type interventions,43082,430,Multisector,1297.839,1297.839
2016,UMICs,C01,Project-type interventions,15113,151,Government and Civil Society,1295,1295
2016,LDCs,C01,Project-type interventions,21020,210,Economic Infrastructure & Services,1293.7872,1293.7872
2016,UMICs,C01,Project-type interventions,43081,430,Multisector,1289.7706,1289.7706
2016,Other LICs,C01,Project-type interventions,32130,321,Production Services,1288.2293,1288.2293
2016,0,C01,Project-type interventions,31182,311,Production Services,1285.9197,1285.9197
2016,LDCs,C01,Project-type interventions,72010,720,Humantarian,1284.773,1284.773
2016,UMICs,D02,Other technical assistance,11330,113,Education,1284.2374,1284.2374
2016,UMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,1283.2531,1283.2531
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,1283.0385,1283.0385
2016,LDCs,C01,Project-type interventions,11110,111,Education,1282.7691,1282.7691
2016,0,D02,Other technical assistance,32130,321,Production Services,1280.1287,1280.1287
2016,0,D02,Other technical assistance,41082,410,Multisector,1275,1275
2016,UMICs,C01,Project-type interventions,43030,430,Multisector,1273.3987,1273.3987
2016,LMICs,C01,Project-type interventions,32130,321,Production Services,1272.5999,1272.5999
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",31182,311,Production Services,1270.5,1270.5
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,1267.65,1267.65
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",52010,520,Commodity and General Programme Assistance,1266.667,1266.667
2016,0,E01,Scholarships/training in donor country,11430,114,Education,1261.2105,1261.2105
2016,LDCs,C01,Project-type interventions,31130,311,Production Services,1260,1260
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,1259.051,1259.051
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,1255.8898,1255.8898
2016,LMICs,C01,Project-type interventions,12110,121,Health,1253.416,1253.416
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,1252.098,1252.098
2016,LMICs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",31220,312,Production Services,1250.295,1250.295
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15220,152,Government and Civil Society,1250,1250
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12182,121,Health,1250,1250
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",12182,121,Health,1250,1250
2016,LMICs,C01,Project-type interventions,12220,122,Health,1250,1250
2016,LDCs,C01,Project-type interventions,15111,151,Government and Civil Society,1250,1250
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",41082,410,Multisector,1250,1250
2016,0,C01,Project-type interventions,43030,430,Multisector,1250,1250
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15111,151,Government and Civil Society,1250,1250
2016,LDCs,D02,Other technical assistance,25010,250,Economic Infrastructure & Services,1248.3674,1248.3674
2016,Other LICs,C01,Project-type interventions,31120,311,Production Services,1246.706,1246.706
2016,Other LICs,C01,Project-type interventions,41010,410,Multisector,1243.14,1243.14
2016,0,C01,Project-type interventions,13020,130,Health,1240.446,1240.446
2016,UMICs,C01,Project-type interventions,15220,152,Government and Civil Society,1238.803,1238.803
2016,0,C01,Project-type interventions,74010,740,Humantarian,1236.057,1236.057
2016,0,C01,Project-type interventions,43082,430,Multisector,1234.9805,1234.9805
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",74010,740,Humantarian,1230.7956,1230.7956
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",33130,331,Production Services,1230,1230
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",43010,430,Multisector,1228.4958,1228.4958
2016,LMICs,D02,Other technical assistance,32130,321,Production Services,1225.738,1225.738
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",31182,311,Production Services,1224.9295,1224.9295
2016,LDCs,C01,Project-type interventions,43081,430,Multisector,1223.9016,1223.9016
2016,LDCs,C01,Project-type interventions,32210,322,Production Services,1222.4579,1222.4579
2016,LDCs,C01,Project-type interventions,31120,311,Production Services,1222.1417,1222.1417
2016,0,C01,Project-type interventions,43082,430,Multisector,1220.8722,1220.8722
2016,LDCs,C01,Project-type interventions,15210,152,Government and Civil Society,1217.6514,1217.6514
2016,UMICs,C01,Project-type interventions,43081,430,Multisector,1216.5027,1216.5027
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",16062,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1214.69,1214.69
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",31120,311,Production Services,1213.3,1213.3
2016,0,C01,Project-type interventions,41082,410,Multisector,1213.2248,1213.2248
2016,LDCs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1210.12,1210.12
2016,LDCs,C01,Project-type interventions,41010,410,Multisector,1209.8535,1209.8535
2016,LDCs,C01,Project-type interventions,12110,121,Health,1209.2644,1209.2644
2016,0,C01,Project-type interventions,43082,430,Multisector,1207.9333,1207.9333
2016,LDCs,D02,Other technical assistance,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1207.3588,1207.3588
2016,0,D02,Other technical assistance,43082,430,Multisector,1205.6008,1205.6008
2016,0,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,1204.2449,1204.2449
2016,0,C01,Project-type interventions,23182,231,Economic Infrastructure & Services,1203.4786,1203.4786
2016,Other LICs,B04,Basket funds/pooled funding,15151,151,Government and Civil Society,1202.996,1202.996
2016,LDCs,C01,Project-type interventions,12262,122,Health,1202.481,1202.481
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,1201.249,1201.249
2016,LDCs,C01,Project-type interventions,15220,152,Government and Civil Society,1200.016,1200.016
2016,UMICs,D02,Other technical assistance,12182,121,Health,1200,1200
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",43082,430,Multisector,1200,1200
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",12182,121,Health,1200,1200
2016,LDCs,C01,Project-type interventions,12281,122,Health,1200,1200
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",72010,720,Humantarian,1200,1200
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12182,121,Health,1200,1200
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15210,152,Government and Civil Society,1200,1200
2016,0,B04,Basket funds/pooled funding,21020,210,Economic Infrastructure & Services,1200,1200
2016,0,D02,Other technical assistance,25010,250,Economic Infrastructure & Services,1199.0333,1199.0333
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,1197.6508,1197.6508
2016,LDCs,D02,Other technical assistance,21020,210,Economic Infrastructure & Services,1197.0714,1197.0714
2016,0,B01,"Core support to NGOs, other private bodies, PPPs and research institutes",15150,151,Government and Civil Society,1196.6009,1196.6009
2016,0,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,1195.4335,1195.4335
2016,LDCs,C01,Project-type interventions,15111,151,Government and Civil Society,1190.6215,1190.6215
2016,UMICs,D02,Other technical assistance,12182,121,Health,1190.282,1190.282
2016,LMICs,C01,Project-type interventions,31182,311,Production Services,1187.7584,1187.7584
2016,LDCs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1186.1233,1186.1233
2016,LMICs,C01,Project-type interventions,11220,112,Education,1184.2344,1184.2344
2016,LDCs,C01,Project-type interventions,12250,122,Health,1184.0164,1184.0164
2016,Other LICs,D02,Other technical assistance,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1182.4397,1182.4397
2016,LDCs,C01,Project-type interventions,15210,152,Government and Civil Society,1181.979,1181.979
2016,LMICs,C01,Project-type interventions,11110,111,Education,1181.6348,1181.6348
2016,UMICs,C01,Project-type interventions,73010,730,Humantarian,1178.7275,1178.7275
2016,LMICs,C01,Project-type interventions,12220,122,Health,1176.5719,1176.5719
2016,UMICs,C01,Project-type interventions,99810,998,Unallocated,1175.608,1175.608
2016,LDCs,C01,Project-type interventions,23210,232,Economic Infrastructure & Services,1174.96,1174.96
2016,LDCs,C01,Project-type interventions,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,1173.5086,1173.5086
2016,Other LICs,C01,Project-type interventions,11220,112,Education,1171.3809,1171.3809
2016,0,C01,Project-type interventions,13020,130,Health,1171.351,1171.351
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,1170.061,1170.061
2016,0,C01,Project-type interventions,31210,312,Production Services,1169.7138,1169.7138
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",15220,152,Government and Civil Society,1167.792,1167.792
2016,0,C01,Project-type interventions,14040,140,WASH,1166.4456,1166.4456
2016,LMICs,C01,Project-type interventions,31120,311,Production Services,1164.94,1164.94
2016,0,D01,Donor country personnel,99810,998,Unallocated,1164.8606,1164.8606
2016,0,D02,Other technical assistance,43082,430,Multisector,1164.2738,1164.2738
2016,LDCs,B04,Basket funds/pooled funding,15220,152,Government and Civil Society,1162.5278,1162.5278
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,1160.4979,1160.4979
2016,0,C01,Project-type interventions,43082,430,Multisector,1160.1329,1160.1329
2016,Other LICs,C01,Project-type interventions,15110,151,Government and Civil Society,1157.2052,1157.2052
2016,LMICs,C01,Project-type interventions,12220,122,Health,1156.797,1156.797
2016,LDCs,C01,Project-type interventions,12262,122,Health,1149.709,1149.709
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12262,122,Health,1148,1148
2016,0,D02,Other technical assistance,12240,122,Health,1145.7693,1145.7693
2016,0,C01,Project-type interventions,32210,322,Production Services,1144.5504,1144.5504
2016,0,C01,Project-type interventions,32210,322,Production Services,1141.22,1141.22
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,1140.1692,1140.1692
2016,0,C01,Project-type interventions,72010,720,Humantarian,1138.991,1138.991
2016,LDCs,C01,Project-type interventions,11110,111,Education,1137.765,1137.765
2016,LMICs,C01,Project-type interventions,15151,151,Government and Civil Society,1133.4232,1133.4232
2016,LDCs,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",12240,122,Health,1132.748,1132.748
2016,LDCs,C01,Project-type interventions,33120,331,Production Services,1130.484,1130.484
2016,LDCs,D02,Other technical assistance,12281,122,Health,1129.9925,1129.9925
2016,Other LICs,C01,Project-type interventions,13020,130,Health,1124.114,1124.114
